GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "13000","Georgia",5,SAPCE1,1,"...","Personal consumption expenditures ","Millions of current dollars",151783.3,161348.1,174370.5,188692.1,197679.7,205247.2,216651.8,230226.1,247108.9,262158.8,275892.1,281234.7,273949.3,283499.5,296427.3,306379.2,317225.2,333460.4,346913.3,361907.9,380240.9,400575.6,415665.1,410296.0,469588.7
 "13000","Georgia",5,SAPCE1,2,"..."," Goods ","Millions of current dollars",58082.7,61227.3,67405.4,72025.0,74462.1,76501.8,80219.1,85039.9,91417.7,96856.7,100952.5,99822.3,94173.9,98807.8,104979.4,108764.6,112281.1,117562.2,120101.4,121947.7,129300.0,136276.6,140351.5,148569.9,176907.9
 "13000","Georgia",5,SAPCE1,3,"...","  Durable goods ","Millions of current dollars",20838.5,22787.5,25244.6,26278.3,27379.7,28456.2,29580.7,30962.7,32528.6,33696.2,34604.4,30788.5,27902.4,29336.8,30294.9,31892.0,33338.9,35031.4,37630.5,39296.2,41508.8,44101.6,45788.4,51023.5,64240.0
 "13000","Georgia",5,SAPCE1,4,"...","   Motor vehicles and parts ","Millions of current dollars",9279.1,10319.4,11434.0,11710.3,12552.6,13091.0,12951.1,13041.6,13173.4,12895.5,13158.3,10567.8,9480.4,10401.0,10998.1,11934.8,12821.3,13594.0,14897.2,15724.4,16305.3,17189.8,17336.1,18365.3,24245.6
 "13000","Georgia",5,SAPCE1,5,"...","   Furnishings and durable household equipment ","Millions of current dollars",4839.0,5183.6,5737.8,6052.2,6248.8,6419.0,6788.4,7208.4,7567.3,7922.0,7882.6,7169.7,6443.6,6594.3,6567.7,6787.2,6965.6,7299.2,7867.9,8307.5,8858.3,9692.6,10533.9,12777.4,14683.7
 "13000","Georgia",5,SAPCE1,6,"...","   Recreational goods and vehicles ","Millions of current dollars",4188.9,4553.9,5070.6,5341.4,5439.7,5645.3,6290.0,6856.2,7603.5,8233.1,8589.6,8169.9,7268.6,7411.9,7498.1,7796.3,7990.2,8316.8,8796.5,9238.7,10133.9,10705.0,11320.7,13617.1,17107.3
 "13000","Georgia",5,SAPCE1,7,"...","   Other durable goods ","Millions of current dollars",2531.5,2730.6,3002.2,3174.4,3138.6,3300.9,3551.1,3856.6,4184.3,4645.6,4973.9,4881.1,4709.9,4929.6,5231.0,5373.7,5561.8,5821.4,6068.9,6025.6,6211.3,6514.1,6597.6,6263.8,8203.5
 "13000","Georgia",5,SAPCE1,8,"...","  Nondurable goods ","Millions of current dollars",37244.2,38439.8,42160.8,45746.7,47082.4,48045.6,50638.5,54077.2,58889.1,63160.5,66348.1,69033.8,66271.5,69471.0,74684.5,76872.7,78942.2,82530.7,82470.9,82651.5,87791.2,92175.1,94563.1,97546.4,112667.8
 "13000","Georgia",5,SAPCE1,9,"...","   Food and beverages purchased for off-premises consumption ","Millions of current dollars",13268.6,13887.2,14883.4,15846.5,16444.9,16805.1,17411.3,18483.0,19637.2,20648.7,21796.7,22661.9,23254.3,23790.9,25105.4,26197.7,26938.0,28469.7,29235.7,29619.4,31407.8,32300.4,33344.6,36632.9,39947.9
 "13000","Georgia",5,SAPCE1,10,"...","   Clothing and footwear ","Millions of current dollars",7463.2,7787.9,8256.3,8457.1,8511.5,8683.9,8697.9,8975.2,9540.2,10042.2,10080.5,9793.5,9387.5,9666.1,9965.8,10190.8,10592.7,11065.8,11502.8,11612.7,11731.3,12088.4,12220.4,11221.7,14758.3
 "13000","Georgia",5,SAPCE1,11,"...","   Gasoline and other energy goods ","Millions of current dollars",4644.8,4245.8,4808.6,6081.6,5911.7,5489.3,6313.0,7508.6,9815.3,11032.4,11698.9,13161.1,9641.4,11198.2,13806.3,13848.0,13815.4,13524.2,10433.5,9124.1,10435.3,11694.5,11216.3,8417.9,13090.3
 "13000","Georgia",5,SAPCE1,12,"...","   Other nondurable goods ","Millions of current dollars",11867.6,12519.0,14212.5,15361.6,16214.3,17067.3,18216.3,19110.3,19896.3,21437.1,22772.0,23417.3,23988.3,24815.7,25807.0,26636.2,27596.0,29471.0,31298.8,32295.3,34216.7,36091.7,37781.9,41274.0,44871.3
 "13000","Georgia",5,SAPCE1,13,"..."," Services ","Millions of current dollars",93700.6,100120.7,106965.0,116667.1,123217.6,128745.4,136432.6,145186.2,155691.2,165302.1,174939.5,181412.5,179775.3,184691.7,191447.9,197614.6,204944.1,215898.2,226811.9,239960.2,250940.9,264299.0,275313.6,261726.1,292680.8
 "13000","Georgia",5,SAPCE1,14,"...","  Household consumption expenditures (for services) ","Millions of current dollars",93178.0,99570.6,106060.0,115499.1,121493.7,126766.3,134330.7,143206.1,154350.1,163549.0,172693.6,178300.9,176943.0,182151.5,188624.8,194448.4,201531.6,212326.1,223150.5,236109.7,247167.3,260393.2,271611.4,255593.4,287824.5
 "13000","Georgia",5,SAPCE1,15,"...","   Housing and utilities ","Millions of current dollars",28145.6,29757.7,31477.4,33749.0,36415.9,37579.6,39520.0,41770.0,45247.9,47654.1,49857.6,52712.4,52903.1,54741.1,55537.6,56462.3,57812.9,59276.6,61082.0,64051.3,66282.3,69617.7,73757.4,76970.7,80942.2
 "13000","Georgia",5,SAPCE1,16,"...","   Health care ","Millions of current dollars",21143.1,22268.0,22984.8,24764.8,26504.9,28589.2,30483.2,32716.3,35036.2,36732.0,38702.0,39770.4,41550.8,42602.7,43887.7,46264.3,48109.3,50537.0,54947.0,59281.7,61667.0,65237.0,68165.4,64193.9,71221.0
 "13000","Georgia",5,SAPCE1,17,"...","   Transportation services ","Millions of current dollars",6317.6,6804.8,7313.7,7963.0,7636.3,7324.1,7755.8,7992.7,8449.9,8920.2,9432.8,9805.4,9289.3,9552.1,10507.3,10726.2,11488.8,12600.7,13593.7,14376.0,15002.8,15859.7,17045.4,12630.3,15693.0
 "13000","Georgia",5,SAPCE1,18,"...","   Recreation services ","Millions of current dollars",5651.2,6024.9,6755.8,7343.1,7621.1,7933.3,8249.9,8961.8,9846.2,10683.7,11697.2,12012.3,11762.1,12108.1,12746.4,13606.6,14351.7,15065.2,15277.8,16408.5,17341.4,17590.3,17840.8,13739.6,17983.8
 "13000","Georgia",5,SAPCE1,19,"...","   Food services and accommodations ","Millions of current dollars",10309.0,10907.7,11621.5,12740.9,13021.4,13473.1,14437.9,15468.0,16546.1,17659.4,18312.5,18636.1,18318.4,18881.7,19732.9,20609.4,21671.4,23414.5,24440.8,25798.5,27360.5,28706.0,29986.6,25576.9,32843.7
