GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "10000","Delaware",2,SAGDP5N,1,"...","All industry total ","Thousands of dollars",-93428,-91567,-107028,-106609,-111686,-115457,-128748,-132507,-162046,-144745,-136190,-157102,-178713,-236692,-243812,-219463,-232003,-217627,-185291,-195259,-188718,-185462,-202769,-1841174,-1331740
 "10000","Delaware",2,SAGDP5N,2,"..."," Private industries ","Thousands of dollars",-59452,-61973,-77040,-80093,-81397,-76991,-87570,-91059,-119366,-101419,-93283,-110353,-128560,-182322,-185724,-163679,-174685,-161083,-132450,-136571,-132047,-122020,-138653,-1733437,-1224916
 "10000","Delaware",2,SAGDP5N,3,"11","  Agriculture, forestry, fishing and hunting ","Thousands of dollars",-4856,-9227,-17141,-21583,-22361,-10374,-15880,-13825,-25314,-18875,-17648,-20632,-13527,-20662,-17796,-12687,-12395,-5742,-6684,-14624,-18179,-14804,-33506,-47268,-34432
 "10000","Delaware",2,SAGDP5N,4,"111-112","   Farms ","Thousands of dollars",-4856,-9227,-17141,-21583,-22361,-10374,-15880,-13825,-25314,-18875,-17648,-20632,-13527,-20662,-17796,-12687,-12395,-5742,-6684,-14624,-18179,-14804,-33506,-46360,-33475
 "10000","Delaware",2,SAGDP5N,5,"113-115","   Forestry, fishing, and related activities ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-907,-957
 "10000","Delaware",2,SAGDP5N,6,"21","  Mining, quarrying, and oil and gas extraction ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-36
 "10000","Delaware",2,SAGDP5N,7,"211","   Oil and gas extraction ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "10000","Delaware",2,SAGDP5N,8,"212","   Mining (except oil and gas) ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-36
 "10000","Delaware",2,SAGDP5N,9,"213","   Support activities for mining ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "10000","Delaware",2,SAGDP5N,10,"22","  Utilities ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250,-549
 "10000","Delaware",2,SAGDP5N,11,"23","  Construction ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-253515,-100211
 "10000","Delaware",2,SAGDP5N,12,"31-33","  Manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,-30,-17,-392,-1076,-2899,-3969,-1930,-851,-1121,-969,-564,-606,-560,-750,-78657,-38115
 "10000","Delaware",2,SAGDP5N,13,"321,327-339","   Durable goods manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,-372,-934,-2684,-3319,-1340,-627,-521,-820,-437,-481,-426,-621,-56027,-22701
 "10000","Delaware",2,SAGDP5N,14,"321","    Wood product manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-777,-3369
 "10000","Delaware",2,SAGDP5N,15,"327","    Nonmetallic mineral product manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4588,-1344
 "10000","Delaware",2,SAGDP5N,16,"331","    Primary metal manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-390,-721
 "10000","Delaware",2,SAGDP5N,17,"332","    Fabricated metal product manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29668,-4066
 "10000","Delaware",2,SAGDP5N,18,"333","    Machinery manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12101,-2319
 "10000","Delaware",2,SAGDP5N,19,"334","    Computer and electronic product manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1853,-4591
 "10000","Delaware",2,SAGDP5N,20,"335","    Electrical equipment, appliance, and component manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,-372,-934,-2684,-3319,-1340,-627,-521,-820,-437,-481,-426,-621,-988,-747
 "10000","Delaware",2,SAGDP5N,21,"3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing ","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49,-193
